brand,type,name,time,address,service,city,record_date
Carrefour,Hypermarket,青埔店,non-24h,桃園市中壢區高鐵南路2段352號2樓,nan,桃園市,2022-02-24
Carrefour,Hypermarket,南港店,non-24h,臺北市南港區南港路二段146號B1,nan,臺北市,2022-02-24
Carrefour,Hypermarket,新仁店,non-24h,臺南市仁德區大同路三段755號,nan,臺南市,2022-02-24
Carrefour,Hypermarket,新楠店,non-24h,高雄市楠梓區土庫一路 60 號,nan,高雄市,2022-02-24
Carrefour,Hypermarket,北港店,non-24h,雲林縣北港鎮華南路101號,nan,雲林縣,2022-02-24
Carrefour,Hypermarket,新屏店,non-24h,屏東縣屏東市台糖街3號,nan,屏東縣,2022-02-24
Carrefour,Hypermarket,西屯店,non-24h,臺中市西屯區台灣大道四段1086號,nan,臺中市,2022-02-24
Carrefour,Hypermarket,金門店,non-24h,金門縣金寧鄉伯玉路二段223號,nan,金門縣,2022-02-24
Carrefour,Hypermarket,八德店,non-24h,桃園市八德區介壽路一段728號B2,nan,桃園市,2022-02-24
Carrefour,Hypermarket,北大店,non-24h,新北市樹林區大雅路288號B1,nan,新北市,2022-02-24
Carrefour,Hypermarket,林口店,non-24h,新北市林口區文化二路一段 559 號 B1,nan,新北市,2022-02-24
Carrefour,Hypermarket,新店店,24h,新北市新店區中興路三段1號,nan,新北市,2022-02-24
Carrefour,Hypermarket,樹林店,non-24h,新北市樹林區大安路118號,nan,新北市,2022-02-24
Carrefour,Hypermarket,土城店,non-24h,新北市土城區青雲路152號B1,nan,新北市,2022-02-24
Carrefour,Hypermarket,中和店,non-24h,新北市中和區中山路二段295號B1,nan,新北市,2022-02-24
Carrefour,Hypermarket,板橋店,non-24h,新北市板橋區三民路二段31號B1,nan,新北市,2022-02-24
Carrefour,Hypermarket,中平店,non-24h,新北市新莊區中平路108號B1,nan,新北市,2022-02-24
Carrefour,Hypermarket,蘆洲店,24h,新北市三重區五華街282號,nan,新北市,2022-02-24
Carrefour,Hypermarket,重新店,non-24h,新北市三重區重新路五段654號,nan,新北市,2022-02-24
Carrefour,Hypermarket,汐科店,non-24h,新北市汐止區新台五路一段99號B1,nan,新北市,2022-02-24
Carrefour,Hypermarket,安平店,24h,臺南市中西區中華西路2段16號,nan,臺南市,2022-02-24
Carrefour,Hypermarket,仁德店,non-24h,臺南市仁德區中山路711號,nan,臺南市,2022-02-24
Carrefour,Hypermarket,中華店,non-24h,臺南市永康區中華二路350號B1-1-8,nan,臺南市,2022-02-24
Carrefour,Hypermarket,中正店,non-24h,臺南市永康區中正南路358號,nan,臺南市,2022-02-24
Carrefour,Hypermarket,新營店,non-24h,臺南市新營區健康路251號,nan,臺南市,2022-02-24
Carrefour,Hypermarket,斗六店,non-24h,雲林縣斗六市雲林路二段297號,nan,雲林縣,2022-02-24
Carrefour,Hypermarket,虎尾店,non-24h,雲林縣虎尾鎮立新街96號,nan,雲林縣,2022-02-24
Carrefour,Hypermarket,北門店,non-24h,嘉義市西區忠孝路346巷21號,nan,嘉義市,2022-02-24
Carrefour,Hypermarket,嘉義店,non-24h,嘉義市西區博愛路二段461號,nan,嘉義市,2022-02-24
Carrefour,Hypermarket,楠梓店,non-24h,高雄市楠梓區藍田路288號,nan,高雄市,2022-02-24
Carrefour,Hypermarket,光華店,non-24h,高雄市前鎮區光華二路157號,nan,高雄市,2022-02-24
Carrefour,Hypermarket,澄清店,non-24h,高雄市三民區澄清路635號,nan,高雄市,2022-02-24
Carrefour,Hypermarket,成功店,non-24h,高雄市前鎮區中華五路1111號,nan,高雄市,2022-02-24
Carrefour,Hypermarket,屏東店,non-24h,屏東縣屏東市仁愛路188號,nan,屏東縣,2022-02-24
Carrefour,Hypermarket,鳳山店,non-24h,高雄市鳳山區中山西路236號,nan,高雄市,2022-02-24
Carrefour,Hypermarket,五甲店,non-24h,高雄市鳳山區林森路291號,nan,高雄市,2022-02-24
Carrefour,Hypermarket,愛河店,non-24h,高雄市三民區河東路356號,nan,高雄市,2022-02-24
Carrefour,Hypermarket,鼎山店,24h,高雄市三民區大順二路849號,nan,高雄市,2022-02-24
Carrefour,Hypermarket,苗栗店,non-24h,苗栗縣苗栗市國華路599號,nan,苗栗縣,2022-02-24
Carrefour,Hypermarket,中原店,24h,桃園市中壢區中華路二段501號,nan,桃園市,2022-02-24
Carrefour,Hypermarket,經國店,24h,桃園市桃園區經國路369號,nan,桃園市,2022-02-24
Carrefour,Hypermarket,竹北店,non-24h,新竹縣竹北市光明六路89號1F,nan,新竹縣,2022-02-24
Carrefour,Hypermarket,內壢店,non-24h,桃園市中壢區中華路一段450號,nan,桃園市,2022-02-24
Carrefour,Hypermarket,中壢店,non-24h,桃園市中壢區中山東路二段510號,nan,桃園市,2022-02-24
Carrefour,Hypermarket,桃園店,non-24h,桃園市桃園區春日路1593號,nan,桃園市,2022-02-24
Carrefour,Hypermarket,台東店,non-24h,臺東縣臺東市正氣路300之1號,nan,臺東縣,2022-02-24
Carrefour,Hypermarket,宜蘭店,non-24h,宜蘭縣宜蘭市民權路二段38巷2號B2,nan,宜蘭縣,2022-02-24
Carrefour,Hypermarket,花蓮店,non-24h,花蓮縣新城鄉嘉里路15號B1,nan,花蓮縣,2022-02-24
Carrefour,Hypermarket,三民店,non-24h,臺北市松山區三民路160號,nan,臺北市,2022-02-24
Carrefour,Hypermarket,內湖店,non-24h,臺北市內湖區民善街88號(民權大橋旁),nan,臺北市,2022-02-24
Carrefour,Hypermarket,豐原店,non-24h,臺中市豐原區成功路500號,nan,臺中市,2022-02-24
Carrefour,Hypermarket,太平店,non-24h,臺中市太平區中平七街70號,nan,臺中市,2022-02-24
Carrefour,Hypermarket,文心店,non-24h,臺中市南屯區文心路一段521號,nan,臺中市,2022-02-24
Carrefour,Hypermarket,青海店,24h,臺中市西屯區青海路二段207-18號,nan,臺中市,2022-02-24
Carrefour,Hypermarket,德安店,24h,臺中市東區復興路4段186號B1,nan,臺中市,2022-02-24
Carrefour,Hypermarket,南投店,non-24h,南投縣南投市三和三路21號,nan,南投縣,2022-02-24
Carrefour,Hypermarket,彰化店,non-24h,彰化縣彰化市金馬路二段321號,nan,彰化縣,2022-02-24
Carrefour,Hypermarket,大墩店,non-24h,臺中市南屯區大墩路533號B1,nan,臺中市,2022-02-24
Carrefour,Hypermarket,中清店,non-24h,臺中市西屯區中清路三段436號,nan,臺中市,2022-02-24
Carrefour,Hypermarket,沙鹿店,non-24h,臺中市沙鹿區光華路336號,nan,臺中市,2022-02-24
Carrefour,Hypermarket,埔里店,non-24h,南投縣埔里鎮信義路1029號,nan,南投縣,2022-02-24
Carrefour,Hypermarket,平鎮店,non-24h,桃園市平鎮區坤慶路1號,nan,桃園市,2022-02-24
Carrefour,Hypermarket,桂林店,24h,臺北市萬華區桂林路1號,nan,臺北市,2022-02-24
Carrefour,Hypermarket,重慶店,non-24h,臺北市大同區重慶北路二段171號,nan,臺北市,2022-02-24
Carrefour,Hypermarket,大直店,non-24h,臺北市中山區樂群三路218號,nan,臺北市,2022-02-24
Carrefour,Hypermarket,北投店,non-24h,臺北市北投區中和街366號B1,nan,臺北市,2022-02-24
Carrefour,Hypermarket,淡新店,non-24h,新北市淡水區中山北路二段383號,nan,新北市,2022-02-24
Carrefour,Hypermarket,天母店,non-24h,臺北市士林區德行西路47號,nan,臺北市,2022-02-24
Carrefour,Supermarket,龜山文青店,non-24h,桃園市龜山區文青路137號B1,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園中埔六店,non-24h,桃園市桃園區中埔六街127號,nan,桃園市,2022-02-24
Carrefour,Supermarket,八里商港店,non-24h,新北市八里區商港七路21號1樓,nan,新北市,2022-02-24
Carrefour,Supermarket,土城廣明店,24h,新北市土城區廣明街63巷31號1F,nan,新北市,2022-02-24
Carrefour,Supermarket,高雄九如1店,24h,高雄市三民區九如一路886號,nan,高雄市,2022-02-24
Carrefour,Supermarket,土城中央店,24h,新北市土城區中央路二段191號B1,nan,新北市,2022-02-24
Carrefour,Supermarket,大安臨江店,24h,臺北市大安區臨江街87號B1,nan,臺北市,2022-02-24
Carrefour,Supermarket,鳳山甲1店,24h,高雄市鳳山區和興里五甲一路261號,nan,高雄市,2022-02-24
Carrefour,Supermarket,台中水湳店,24h,臺中市北屯區中清路二段165號,nan,臺中市,2022-02-24
Carrefour,Supermarket,小港漢民店,24h,高雄市小港區漢民路798號,nan,高雄市,2022-02-24
Carrefour,Supermarket,三重新北大道店,24h,新北市三重區新北市三重區新北大道一段115號B1,nan,新北市,2022-02-24
Carrefour,Supermarket,台中復興店,24h,臺中市南區復興路二段120號,nan,臺中市,2022-02-24
Carrefour,Supermarket,中壢成章1店,non-24h,桃園市中壢區成章一街88號,nan,桃園市,2022-02-24
Carrefour,Supermarket,高雄天祥店,24h,高雄市三民區天祥一路102號,nan,高雄市,2022-02-24
Carrefour,Supermarket,內湖江南店,24h,臺北市內湖區江南街55號,nan,臺北市,2022-02-24
Carrefour,Supermarket,北投明德店,non-24h,臺北市北投區明德路161號B1樓,nan,臺北市,2022-02-24
Carrefour,Supermarket,左營崇德店,24h,高雄市左營區高雄市左營區崇德路360號,nan,高雄市,2022-02-24
Carrefour,Supermarket,內湖成功店,24h,臺北市內湖區成功路三段174巷8號B1,nan,臺北市,2022-02-24
Carrefour,Supermarket,台中大里中興店,non-24h,臺中市大里區中興路二段550號,nan,臺中市,2022-02-24
Carrefour,Supermarket,太平環中店,24h,臺中市太平區環中東路三段567號,nan,臺中市,2022-02-24
Carrefour,Supermarket,台北錦州店,24h,臺北市中山區錦州街276號,nan,臺北市,2022-02-24
Carrefour,Supermarket,土城日月光店,non-24h,新北市土城區學府路二段210號B2樓,nan,新北市,2022-02-24
Carrefour,Supermarket,桃園中正店,24h,桃園市桃園區中正路836號,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園大興店,24h,桃園市桃園區大興路1號,nan,桃園市,2022-02-24
Carrefour,Supermarket,板橋文化店,24h,新北市板橋區文化路二段313號B1,nan,新北市,2022-02-24
Carrefour,Supermarket,台北內湖1店,24h,臺北市內湖區內湖路一段155號,nan,臺北市,2022-02-24
Carrefour,Supermarket,台中大墩11店,non-24h,臺中市南屯區大墩十一街730號,nan,臺中市,2022-02-24
Carrefour,Supermarket,台中進化店,24h,臺中市北區台中市北區進化路379號,nan,臺中市,2022-02-24
Carrefour,Supermarket,新莊中港店,24h,新北市新莊區中港路336號,nan,新北市,2022-02-24
Carrefour,Supermarket,士林忠誠店,non-24h,臺北市士林區忠誠路二段188號,nan,臺北市,2022-02-24
Carrefour,Supermarket,台北濟南店,24h,臺北市中正區濟南路2段46號B1,nan,臺北市,2022-02-24
Carrefour,Supermarket,蘆洲光華店,24h,新北市蘆洲區光華路200號,nan,新北市,2022-02-24
Carrefour,Supermarket,台南裕農店,24h,臺南市東區裕農路766號,nan,臺南市,2022-02-24
Carrefour,Supermarket,新竹南大店,24h,新竹市東區南大路286號,nan,新竹市,2022-02-24
Carrefour,Supermarket,大甲蔣公店,24h,臺中市大甲區蔣公路295號,nan,臺中市,2022-02-24
Carrefour,Supermarket,桃園龍安店,24h,桃園市桃園區龍安街137號,nan,桃園市,2022-02-24
Carrefour,Supermarket,內湖東湖店,24h,臺北市內湖區東湖路69號B1,nan,臺北市,2022-02-24
Carrefour,Supermarket,屏東自由店,24h,屏東縣屏東市自由路618號,nan,屏東縣,2022-02-24
Carrefour,Supermarket,台中興安店,24h,臺中市北屯區平田里13鄰興安路一段288號,nan,臺中市,2022-02-24
Carrefour,Supermarket,左營南屏店,24h,高雄市左營區南屏路369號,nan,高雄市,2022-02-24
Carrefour,Supermarket,台南北安店,non-24h,臺南市北區北安路一段167號,nan,臺南市,2022-02-24
Carrefour,Supermarket,左營重和店,24h,高雄市左營區文川路323號,nan,高雄市,2022-02-24
Carrefour,Supermarket,中壢中北店,24h,桃園市中壢區中北路111號,nan,桃園市,2022-02-24
Carrefour,Supermarket,台南開元店,24h,臺南市北區開元路501號,nan,臺南市,2022-02-24
Carrefour,Supermarket,板橋中正店,24h,新北市板橋區中正路302號,nan,新北市,2022-02-24
Carrefour,Supermarket,三民建工店,24h,高雄市三民區建工路497號,nan,高雄市,2022-02-24
Carrefour,Supermarket,高雄鼎金店,non-24h,高雄市三民區鼎山街259號,nan,高雄市,2022-02-24
Carrefour,Supermarket,左營自由2店,24h,高雄市左營區自由二路150號,nan,高雄市,2022-02-24
Carrefour,Supermarket,永和永安店,24h,新北市永和區中和路499-1號,nan,新北市,2022-02-24
Carrefour,Supermarket,府中店,24h,新北市板橋區府中路 126 號 1 樓,nan,新北市,2022-02-24
Carrefour,Supermarket,景安店,24h,新北市中和區景平路353號B1,nan,新北市,2022-02-24
Carrefour,Supermarket,左營自由店,24h,高雄市左營區自由三路250號,nan,高雄市,2022-02-24
Carrefour,Supermarket,莊敬店,24h,臺南市東區莊敬路118號1樓,nan,臺南市,2022-02-24
Carrefour,Supermarket,南竹店,24h,桃園市蘆竹區桃園街118號B1,nan,桃園市,2022-02-24
Carrefour,Supermarket,天母中北店,non-24h,臺北市士林區中山北路七段113號,nan,臺北市,2022-02-24
Carrefour,Supermarket,豐南店,24h,臺中市豐原區豐南街118號,nan,臺中市,2022-02-24
Carrefour,Supermarket,昌平店,24h,臺中市北屯區昌平路一段105-1號,nan,臺中市,2022-02-24
Carrefour,Supermarket,新莊丹鳳店,24h,新北市新莊區雙鳳路59號,nan,新北市,2022-02-24
Carrefour,Supermarket,永康二王店,24h,臺南市永康區中山南路696號,nan,臺南市,2022-02-24
Carrefour,Supermarket,高雄岡山店,24h,高雄市岡山區岡山路288號,nan,高雄市,2022-02-24
Carrefour,Supermarket,高雄小港店,24h,高雄市小港區宏平路411號,nan,高雄市,2022-02-24
Carrefour,Supermarket,台中南屯店,24h,臺中市南屯區南屯路二段270之1號,nan,臺中市,2022-02-24
Carrefour,Supermarket,台中漢口店,24h,臺中市北區漢口路四段295號,nan,臺中市,2022-02-24
Carrefour,Supermarket,楠梓益群店,24h,高雄市楠梓區益群路50號,nan,高雄市,2022-02-24
Carrefour,Supermarket,桃園南平店,24h,桃園市桃園區南平路168號,nan,桃園市,2022-02-24
Carrefour,Supermarket,竹北六家二店,non-24h,新竹縣竹北市六家五路二段162號,nan,新竹縣,2022-02-24
Carrefour,Supermarket,竹北六家店,non-24h,新竹縣竹北市六家五路一段133號,nan,新竹縣,2022-02-24
Carrefour,Supermarket,竹北成功店,non-24h,新竹縣竹北市成功八路158號,nan,新竹縣,2022-02-24
Carrefour,Supermarket,竹北勝利二店,non-24h,新竹縣竹北市勝利二路26號,nan,新竹縣,2022-02-24
Carrefour,Supermarket,竹北華興店,non-24h,新竹縣竹北市華興街135號1F,nan,新竹縣,2022-02-24
Carrefour,Supermarket,竹北福興東店,non-24h,新竹縣竹北市福興東路二段97號,nan,新竹縣,2022-02-24
Carrefour,Supermarket,竹北縣政二店,non-24h,新竹縣竹北市縣政二路南段56號,nan,新竹縣,2022-02-24
Carrefour,Supermarket,竹東民德店,non-24h,新竹縣竹東鎮民德路64號1樓,nan,新竹縣,2022-02-24
Carrefour,Supermarket,竹南民族二店,24h,苗栗縣竹南鎮民族街146號,nan,苗栗縣,2022-02-24
Carrefour,Supermarket,西屯青海店,24h,臺中市西屯區青海路一段126，128號,nan,臺中市,2022-02-24
Carrefour,Supermarket,西屯漢口店,24h,臺中市西屯區漢口路二段182-188號,nan,臺中市,2022-02-24
Carrefour,Supermarket,板橋大觀店,non-24h,新北市板橋區大觀路三段236號1樓之14、1樓之15,nan,新北市,2022-02-24
Carrefour,Supermarket,板橋四維店,24h,新北市板橋區四維路247、249、251、253號,nan,新北市,2022-02-24
Carrefour,Supermarket,板橋忠孝店,24h,新北市板橋區忠孝路237號,nan,新北市,2022-02-24
Carrefour,Supermarket,板橋金門二店,non-24h,新北市板橋區金門街153、155、159號,nan,新北市,2022-02-24
Carrefour,Supermarket,板橋金門店,non-24h,新北市板橋區金門街357號,nan,新北市,2022-02-24
Carrefour,Supermarket,林口仁愛店,24h,新北市林口區仁愛路二段89號,nan,新北市,2022-02-24
Carrefour,Supermarket,林口公園店,non-24h,新北市林口區公園路59號,nan,新北市,2022-02-24
Carrefour,Supermarket,林口文化一店,non-24h,新北市林口區文化三路一段319、321、323、325號,nan,新北市,2022-02-24
Carrefour,Supermarket,林口文化三店,24h,新北市林口區文化三路一段543號,nan,新北市,2022-02-24
Carrefour,Supermarket,南屯黎明店,non-24h,臺中市南屯區黎明路二段423號,nan,臺中市,2022-02-24
Carrefour,Supermarket,南港成福店,non-24h,臺北市南港區成福路183號,nan,臺北市,2022-02-24
Carrefour,Supermarket,南港東明店,non-24h,臺北市南港區東明街99號1樓,nan,臺北市,2022-02-24
Carrefour,Supermarket,後龍中山店,non-24h,苗栗縣後龍鎮中山路116-120號,nan,苗栗縣,2022-02-24
Carrefour,Supermarket,員林博愛店,24h,彰化縣員林市博愛路185號,nan,彰化縣,2022-02-24
Carrefour,Supermarket,桃園大興西店,non-24h,桃園市桃園區大興西路二段63號、65號,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園大豐店,non-24h,桃園市桃園區大豐路89號,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園文化七店,non-24h,桃園市龜山區文化七路173號,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園文德二店,non-24h,桃園市龜山區樂善村文德二路123號,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園南華店,24h,桃園市桃園區南華街77號1樓,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園國際店,non-24h,桃園市桃園區國際路一段1169號,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園陸光店,non-24h,桃園市龜山區陸光路81號,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園復興一店,24h,桃園市龜山區復興一路222號,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園復興店,24h,桃園市桃園區復興路96號,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園萬壽二店,non-24h,桃園市龜山區萬壽路二段663-667號,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園萬壽店,24h,桃園市龜山區萬壽路一段293-295號,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園壽昌店,non-24h,桃園市桃園區壽昌街20巷17號,nan,桃園市,2022-02-24
Carrefour,Supermarket,桃園寶山店,24h,桃園市桃園區寶山街276、278號,nan,桃園市,2022-02-24
Carrefour,Supermarket,泰山明志店,24h,新北市泰山區明志路二段95-97號,nan,新北市,2022-02-24
Carrefour,Supermarket,高雄大豐二店,24h,高雄市三民區大豐二路298號,nan,高雄市,2022-02-24
Carrefour,Supermarket,高雄南屏店,24h,高雄市鼓山區南屏路551號,nan,高雄市,2022-02-24
Carrefour,Supermarket,高雄美術東店,24h,高雄市鼓山區美術東二路175號,nan,高雄市,2022-02-24
Carrefour,Supermarket,基隆安樂店,24h,基隆市安樂區安樂路二段164號B1,nan,基隆市,2022-02-24
Carrefour,Supermarket,基隆孝二店,24h,基隆市仁愛區孝二路86號B1,nan,基隆市,2022-02-24
Carrefour,Supermarket,基隆深溪店,non-24h,基隆市信義區深溪路63號、65號,nan,基隆市,2022-02-24
Carrefour,Supermarket,基隆樂利二店,non-24h,基隆市安樂區樂利二街62巷225號,nan,基隆市,2022-02-24
Carrefour,Supermarket,淡水中山北店,24h,新北市淡水區中山北路一段156號,nan,新北市,2022-02-24
Carrefour,Supermarket,淡水民權店,non-24h,新北市淡水區民權路177巷12、16、18、20號,nan,新北市,2022-02-24
Carrefour,Supermarket,淡水沙崙店,24h,新北市淡水區沙崙路168號,nan,新北市,2022-02-24
Carrefour,Supermarket,深坑北深店,non-24h,新北市深坑區深坑區北深路三段151號,nan,新北市,2022-02-24
Carrefour,Supermarket,新竹北大店,24h,新竹市北區北大路338號1樓,nan,新竹市,2022-02-24
Carrefour,Supermarket,新竹光復店,24h,新竹市東區光復路一段329-1號,nan,新竹市,2022-02-24
Carrefour,Supermarket,新竹明湖店,non-24h,新竹市東區明湖路566號,nan,新竹市,2022-02-24
Carrefour,Supermarket,新竹金山店,24h,新竹市東區金山街30號,nan,新竹市,2022-02-24
Carrefour,Supermarket,新竹長春店,non-24h,新竹市東區長春街56號,nan,新竹市,2022-02-24
Carrefour,Supermarket,新竹建中店,non-24h,新竹市東區建中路42號、46號,nan,新竹市,2022-02-24
Carrefour,Supermarket,新竹食品店,24h,新竹市東區食品路262-266號,nan,新竹市,2022-02-24
Carrefour,Supermarket,新竹振興店,non-24h,新竹市東區振興路62號及68號,nan,新竹市,2022-02-24
Carrefour,Supermarket,新店北新店,non-24h,新北市新店區北新路三段51號B1,nan,新北市,2022-02-24
Carrefour,Supermarket,新店民族店,24h,新北市新店區民族路71號B1,nan,新北市,2022-02-24
Carrefour,Supermarket,新店如意店,non-24h,新北市新店區如意街95、97號,nan,新北市,2022-02-24
Carrefour,Supermarket,新店安康二店,24h,新北市新店區安康路二段136巷59號,nan,新北市,2022-02-24
Carrefour,Supermarket,新店安康店,24h,新北市新店區安康路二段196號B1,nan,新北市,2022-02-24
Carrefour,Supermarket,新店安祥店,non-24h,新北市新店區安祥路85-89號,nan,新北市,2022-02-24
Carrefour,Supermarket,新店新坡一店,non-24h,新北市新店區新坡一街75號B1,nan,新北市,2022-02-24
Carrefour,Supermarket,新店溪園店,non-24h,新北市新店區溪園路399號,nan,新北市,2022-02-24
Carrefour,Supermarket,新莊中平店,non-24h,新北市新莊區中平路377巷18、20號,nan,新北市,2022-02-24
Carrefour,Supermarket,新莊中信店,24h,新北市新莊區中信街72號,nan,新北市,2022-02-24
Carrefour,Supermarket,新莊公園一店,24h,新北市新莊區公園一路110號,nan,新北市,2022-02-24
Carrefour,Supermarket,新莊公園店,24h,新北市新莊區公園路226號,nan,新北市,2022-02-24
Carrefour,Supermarket,新莊化成店,24h,新北市新莊區化成路193號,nan,新北市,2022-02-24
Carrefour,Supermarket,新莊民安店,24h,新北市新莊區民安路157號之1,nan,新北市,2022-02-24
Carrefour,Supermarket,新莊昌隆店,24h,新北市新莊區昌隆街69、75、83號,nan,新北市,2022-02-24
Carrefour,Supermarket,新莊後港一店,non-24h,新北市新莊區後港一路122-126號,nan,新北市,2022-02-24
Carrefour,Supermarket,新莊富國店,non-24h,新北市新莊區富國路2號B1,nan,新北市,2022-02-24
Carrefour,Supermarket,新莊龍安店,24h,新北市新莊區龍安路75號,nan,新北市,2022-02-24
Carrefour,Supermarket,新豐建興店,24h,新竹縣新豐鄉建興路一段116-2號,nan,新竹縣,2022-02-24
Carrefour,Supermarket,楊梅中興店,24h,桃園市楊梅區中興路67號1樓,nan,桃園市,2022-02-24
Carrefour,Supermarket,嘉義仁愛店,24h,嘉義市西區仁愛路211、213號,nan,嘉義市,2022-02-24
Carrefour,Supermarket,嘉義新榮店,24h,嘉義市西區新榮路152號1樓,nan,嘉義市,2022-02-24
Carrefour,Supermarket,嘉義德明店,non-24h,嘉義市西區德明路128-132號,nan,嘉義市,2022-02-24
Carrefour,Supermarket,樹林太順店,non-24h,新北市樹林區太順路64號、66號、68號,nan,新北市,2022-02-24
Carrefour,Supermarket,樹林復興店,24h,新北市樹林區復興路198號,nan,新北市,2022-02-24
Carrefour,Supermarket,樹林學成店,24h,新北市樹林區學成路536號,nan,新北市,2022-02-24
Carrefour,Supermarket,頭份中華店,24h,苗栗縣頭份市中華路1155號,nan,苗栗縣,2022-02-24
Carrefour,Supermarket,龍井藝術店,non-24h,臺中市龍井區藝術街22號,nan,臺中市,2022-02-24
Carrefour,Supermarket,關西中興店,non-24h,新竹縣關西鎮中興路19號,nan,新竹縣,2022-02-24
Carrefour,Supermarket,蘆竹六福店,non-24h,桃園市蘆竹區六福路189號,nan,桃園市,2022-02-24
Carrefour,Supermarket,蘆竹吉林店,non-24h,桃園市蘆竹區吉林路169、171號,nan,桃園市,2022-02-24
Carrefour,Supermarket,蘆竹奉化店,24h,桃園市蘆竹區奉化路248號,nan,桃園市,2022-02-24
Carrefour,Supermarket,蘆竹福祿一店,non-24h,桃園市蘆竹區福祿一街189-193號,nan,桃園市,2022-02-24
Carrefour,Supermarket,蘆洲三民店,24h,新北市蘆洲區三民路54號,nan,新北市,2022-02-24
Carrefour,Supermarket,蘆洲中興店,non-24h,新北市蘆洲區中興街34、36號,nan,新北市,2022-02-24
Carrefour,Supermarket,蘆洲長安二店,24h,新北市蘆洲區長安街387號1樓,nan,新北市,2022-02-24
Carrefour,Supermarket,蘆洲長榮店,non-24h,新北市蘆洲區長榮路386號,nan,新北市,2022-02-24
Carrefour,Supermarket,台北敦化北店,non-24h,臺北市松山區敦化北路199巷5號,nan,臺北市,2022-02-24
Carrefour,Supermarket,南港舊莊店,24h,臺北市南港區舊莊街一段196號,nan,臺北市,2022-02-24
Carrefour,Supermarket,七堵崇信店,non-24h,基隆市七堵區崇信街16號,nan,基隆市,2022-02-24
Carrefour,Supermarket,三重中正北店,24h,新北市三重區中正北路67號、69號,nan,新北市,2022-02-24
Carrefour,Supermarket,三重五華店,24h,新北市三重區五華街110巷1-4號,nan,新北市,2022-02-24
Carrefour,Supermarket,三重仁愛二店,24h,新北市三重區仁愛街81號,nan,新北市,2022-02-24
Carrefour,Supermarket,三重仁愛店,24h,新北市三重區仁愛街285號及293號,nan,新北市,2022-02-24
Carrefour,Supermarket,三重永福店,non-24h,新北市三重區永福街245、247、249號,nan,新北市,2022-02-24
Carrefour,Supermarket,三重重陽店,24h,新北市三重區重陽路一段41號,nan,新北市,2022-02-24
Carrefour,Supermarket,三重溪尾店,24h,新北市三重區溪尾街125號1樓,nan,新北市,2022-02-24
Carrefour,Supermarket,三峽中山店,non-24h,新北市三峽區中山路171號,nan,新北市,2022-02-24
Carrefour,Supermarket,三峽光明店,24h,新北市三峽區光明路71號,nan,新北市,2022-02-24
Carrefour,Supermarket,土城立德店,24h,新北市土城區立德路105號,nan,新北市,2022-02-24
Carrefour,Supermarket,土城金城店,non-24h,新北市土城區金城路三段202-6號,nan,新北市,2022-02-24
Carrefour,Supermarket,土城學府店,24h,"新北市土城區學府路一段157,161號",nan,新北市,2022-02-24
Carrefour,Supermarket,士林社中店,24h,臺北市士林區社中街222號1樓,nan,臺北市,2022-02-24
Carrefour,Supermarket,士林雨聲店,non-24h,臺北市士林區雨聲街52號、52-1號、52巷1號,nan,臺北市,2022-02-24
Carrefour,Supermarket,士林格致店,24h,臺北市士林區格致路7號,nan,臺北市,2022-02-24
Carrefour,Supermarket,士林通河店,24h,臺北市士林區通河街153號、155號,nan,臺北市,2022-02-24
Carrefour,Supermarket,士林華齡店,24h,臺北市士林區華齡街175號,nan,臺北市,2022-02-24
Carrefour,Supermarket,士林德行東店,24h,臺北市士林區德行東路230號,nan,臺北市,2022-02-24
Carrefour,Supermarket,大安和平東店,24h,臺北市大安區和平東路一段145號,nan,臺北市,2022-02-24
Carrefour,Supermarket,大安敦化南店,non-24h,臺北市大安區敦化南路二段48號,nan,臺北市,2022-02-24
Carrefour,Supermarket,大雅民生二店,24h,臺中市大雅區上雅村民生路一段37號,nan,臺中市,2022-02-24
Carrefour,Supermarket,大溪介壽店,24h,桃園市大溪區介壽路894號、896號,nan,桃園市,2022-02-24
Carrefour,Supermarket,中和中山店,24h,新北市中和區中山路三段1-3號,nan,新北市,2022-02-24
Carrefour,Supermarket,中和民治店,24h,新北市中和區民治街120號,nan,新北市,2022-02-24
Carrefour,Supermarket,中和復興店,24h,新北市中和區復興路268號,nan,新北市,2022-02-24
Carrefour,Supermarket,中和圓通店,non-24h,新北市中和區圓通路274號,nan,新北市,2022-02-24
Carrefour,Supermarket,中和壽德店,non-24h,新北市中和區壽德街20號1樓,nan,新北市,2022-02-24
Carrefour,Supermarket,中和興南店,24h,新北市中和區興南路一段20號B1,nan,新北市,2022-02-24
